Beneficiary_ID,District,Age_Group,Enrollment_Date,Vulnerability_Score
ZHI-10513,Chipinge,20-24,2024-03-21,6
ZHI-10514,Bulawayo,10-14,2025-12-30,5
ZHI-10515,Bulawayo,20-24,2025-11-13,8
ZHI-10516,Gokwe South,20-24,2024-04-14,6
ZHI-10517,Chipinge,20-24,2024-07-24,10
ZHI-10518,Mutare,10-14,2024-03-30,8
ZHI-10519,Bulawayo,15-19,2025-11-22,8
ZHI-10520,Kwekwe,20-24,2024-03-24,3
ZHI-10521,Gokwe South,15-19,2025-07-30,7
ZHI-10522,Mutare,15-19,2025-03-05,8
ZHI-10523,Chipinge,15-19,2024-04-30,9
ZHI-10524,Chipinge,15-19,2024-07-30,10
ZHI-10525,Gokwe South,10-14,2024-08-06,6
ZHI-10526,Gokwe South,15-19,2025-04-14,10
ZHI-10527,Gweru,10-14,2024-06-12,6
ZHI-10528,Bulawayo,15-19,2025-07-11,5
ZHI-10529,Chipinge,10-14,2024-09-23,6
ZHI-10530,Chipinge,15-19,2024-06-07,6
ZHI-10531,Mutare,10-14,2025-06-17,6
ZHI-10532,Mutare,15-19,2025-05-07,2
ZHI-10533,Kwekwe,20-24,2025-10-24,4
ZHI-10534,Mazowe,10-14,2024-07-24,7
ZHI-10535,Mutare,10-14,2025-01-27,2
ZHI-10536,Chipinge,10-14,2025-01-14,7
ZHI-10537,Gweru,20-24,2024-07-14,1
ZHI-10538,Gokwe South,15-19,2025-12-04,6
ZHI-10539,Bulawayo,15-19,2025-12-06,7
ZHI-10540,Mutare,10-14,2025-10-19,4
ZHI-10541,Kwekwe,15-19,2024-02-09,5
ZHI-10542,Gweru,20-24,2024-03-12,2
ZHI-10543,Bubi,20-24,2025-05-07,9
ZHI-10544,Kwekwe,15-19,2024-11-25,2
ZHI-10545,Gokwe South,10-14,2025-10-06,10
ZHI-10546,Bulawayo,10-14,2024-08-02,8
ZHI-10547,Bubi,10-14,2024-02-04,7
ZHI-10548,Kwekwe,10-14,2024-01-03,3
ZHI-10549,Mazowe,10-14,2024-09-16,7
ZHI-10550,Kwekwe,10-14,2025-08-21,4
ZHI-10551,Chipinge,15-19,2024-04-11,6
ZHI-10552,Kwekwe,20-24,2025-05-09,2
ZHI-10553,Kwekwe,15-19,2024-07-22,6
ZHI-10554,Chipinge,20-24,2024-05-05,9
ZHI-10555,Gokwe South,20-24,2025-07-29,9
ZHI-10556,Bulawayo,10-14,2024-12-09,7
ZHI-10557,Bulawayo,20-24,2025-03-04,6
ZHI-10558,Mazowe,10-14,2025-07-02,6
ZHI-10559,Bubi,15-19,2024-11-28,7
ZHI-10560,Mazowe,15-19,2025-03-11,6
ZHI-10561,Gweru,20-24,2024-01-08,1
ZHI-10562,Bulawayo,10-14,2024-03-27,6
ZHI-10563,Bulawayo,10-14,2024-02-28,1
ZHI-10564,Gokwe South,20-24,2025-11-16,7
ZHI-10565,Kwekwe,10-14,2025-06-20,4
ZHI-10566,Gokwe South,15-19,2025-12-03,6
ZHI-10567,Gokwe South,20-24,2024-04-25,7
ZHI-10568,Mutare,20-24,2025-02-27,8
ZHI-10569,Gweru,20-24,2024-01-28,8
ZHI-10570,Kwekwe,20-24,2025-10-10,6
ZHI-10571,Mazowe,10-14,2024-10-13,2
ZHI-10572,Gokwe South,20-24,2025-03-28,7
ZHI-10573,Bubi,15-19,2025-03-05,9
ZHI-10574,Chipinge,15-19,2024-04-25,6
ZHI-10575,Mutare,10-14,2024-11-29,7
ZHI-10576,Bulawayo,15-19,2024-04-08,4
ZHI-10577,Mutare,20-24,2024-02-02,3
ZHI-10578,Gokwe South,20-24,2024-08-27,6
ZHI-10579,Gweru,15-19,2024-10-10,4
ZHI-10580,Gokwe South,10-14,2025-11-29,6
ZHI-10581,Mutare,15-19,2025-12-25,3
ZHI-10582,Gokwe South,20-24,2025-09-10,10
ZHI-10583,Gweru,20-24,2025-10-30,6
ZHI-10584,Bubi,15-19,2024-01-31,7
ZHI-10585,Gweru,10-14,2025-11-29,8
ZHI-10586,Bulawayo,15-19,2024-10-04,6
ZHI-10587,Bulawayo,15-19,2024-06-12,6
ZHI-10588,Bulawayo,20-24,2025-06-13,4
ZHI-10589,Bulawayo,15-19,2024-07-12,7
ZHI-10590,Bulawayo,15-19,2025-06-02,6
ZHI-10591,Bubi,15-19,2024-03-20,8
ZHI-10592,Bulawayo,10-14,2024-10-01,7
ZHI-10593,Gweru,20-24,2025-08-28,3
ZHI-10594,Chipinge,15-19,2025-03-10,6
ZHI-10595,Gokwe South,15-19,2025-11-17,6
ZHI-10596,Bubi,15-19,2025-11-10,7
ZHI-10597,Bulawayo,15-19,2024-11-11,1
ZHI-10598,Bulawayo,15-19,2025-04-27,4
ZHI-10599,Bulawayo,20-24,2025-08-05,6
ZHI-10600,Bulawayo,10-14,2024-04-30,4
ZHI-10601,Gweru,15-19,2025-12-20,6
ZHI-10602,Bulawayo,10-14,2025-12-23,8
ZHI-10603,Bulawayo,15-19,2024-07-02,4
ZHI-10604,Bulawayo,10-14,2025-11-02,5
ZHI-10605,Gokwe South,15-19,2024-05-06,9
ZHI-10606,Gweru,20-24,2025-09-13,7
ZHI-10607,Gokwe South,20-24,2025-09-21,6
ZHI-10608,Kwekwe,15-19,2024-05-17,6
ZHI-10609,Bubi,15-19,2025-11-15,6
ZHI-10610,Bulawayo,10-14,2024-11-16,7
ZHI-10611,Mazowe,15-19,2024-01-20,7
ZHI-10612,Bubi,20-24,2024-05-19,9
ZHI-10613,Bulawayo,10-14,2025-07-26,3
ZHI-10614,Chipinge,15-19,2025-12-19,8
ZHI-10615,Mutare,20-24,2024-09-15,7
ZHI-10616,Bulawayo,20-24,2025-08-30,3
ZHI-10617,Gweru,10-14,2025-12-23,6
ZHI-10618,Chipinge,15-19,2024-11-15,7
ZHI-10619,Mazowe,10-14,2025-09-15,5
ZHI-10620,Bulawayo,10-14,2025-06-04,4
ZHI-10621,Gweru,20-24,2025-11-02,2
ZHI-10622,Gokwe South,20-24,2025-07-24,8
ZHI-10623,Gokwe South,20-24,2025-09-21,9
ZHI-10624,Kwekwe,10-14,2024-07-11,2
ZHI-10625,Gokwe South,20-24,2024-07-26,6
ZHI-10626,Gokwe South,15-19,2024-05-03,8
ZHI-10627,Mazowe,15-19,2025-09-03,8
ZHI-10628,Bulawayo,15-19,2025-06-28,2
ZHI-10629,Gweru,10-14,2024-03-24,8
ZHI-10630,Mazowe,20-24,2024-10-24,6
ZHI-10631,Chipinge,15-19,2025-11-08,6
ZHI-10632,Kwekwe,10-14,2024-01-31,3
ZHI-10633,Kwekwe,10-14,2025-10-28,5
ZHI-10634,Bulawayo,10-14,2024-12-31,7
ZHI-10635,Gokwe South,10-14,2024-06-21,8
ZHI-10636,Kwekwe,15-19,2024-06-04,8
ZHI-10637,Gweru,20-24,2025-09-26,6
ZHI-10638,Gweru,10-14,2025-12-14,5
ZHI-10639,Gokwe South,10-14,2024-12-23,10
ZHI-10640,Bulawayo,15-19,2024-09-28,5
ZHI-10641,Gweru,20-24,2024-08-25,4
ZHI-10642,Gweru,15-19,2025-09-29,4
ZHI-10643,Gweru,15-19,2025-09-09,8
ZHI-10644,Bulawayo,15-19,2025-11-07,7
ZHI-10645,Chipinge,10-14,2024-06-25,10
ZHI-10646,Kwekwe,10-14,2024-06-22,7
ZHI-10647,Bubi,20-24,2024-01-19,6
ZHI-10648,Mazowe,15-19,2025-05-27,5
ZHI-10649,Gokwe South,15-19,2024-05-30,7
ZHI-10650,Bulawayo,20-24,2024-11-05,5
ZHI-10651,Kwekwe,15-19,2024-09-11,8
ZHI-10652,Kwekwe,10-14,2024-08-04,4
ZHI-10653,Mazowe,15-19,2025-11-02,4
ZHI-10654,Gokwe South,10-14,2024-02-23,7
ZHI-10655,Bulawayo,10-14,2025-08-23,2
ZHI-10656,Gweru,15-19,2024-08-04,3
ZHI-10657,Gokwe South,20-24,2024-09-29,6
ZHI-10658,Bubi,20-24,2025-05-13,6
ZHI-10659,Kwekwe,15-19,2025-01-30,8
ZHI-10660,Gokwe South,10-14,2024-11-06,6
ZHI-10661,Mutare,10-14,2025-06-11,6
ZHI-10662,Kwekwe,20-24,2025-10-17,4
ZHI-10663,Gweru,15-19,2025-02-20,1
ZHI-10664,Bulawayo,15-19,2024-09-14,8
ZHI-10665,Bulawayo,20-24,2025-12-30,3
ZHI-10666,Gweru,20-24,2024-01-22,3
ZHI-10667,Bulawayo,20-24,2024-03-30,1
ZHI-10668,Bulawayo,10-14,2025-11-12,2
ZHI-10669,Gweru,20-24,2024-07-21,3
ZHI-10670,Bulawayo,20-24,2024-05-18,7
ZHI-10671,Chipinge,10-14,2025-03-26,7
ZHI-10672,Bulawayo,15-19,2024-07-25,7
ZHI-10673,Kwekwe,15-19,2024-01-30,4
ZHI-10674,Gokwe South,20-24,2024-03-25,8
ZHI-10675,Mutare,10-14,2025-04-08,2
ZHI-10676,Bulawayo,15-19,2024-12-03,8
ZHI-10677,Gokwe South,10-14,2024-09-25,6
ZHI-10678,Mutare,20-24,2025-07-19,7
ZHI-10679,Chipinge,10-14,2025-09-02,9
ZHI-10680,Chipinge,10-14,2024-08-31,10
ZHI-10681,Gweru,15-19,2024-12-04,5
ZHI-10682,Bulawayo,20-24,2025-04-15,1
ZHI-10683,Bubi,10-14,2025-02-01,9
ZHI-10684,Mutare,10-14,2024-03-30,4
ZHI-10685,Kwekwe,20-24,2024-10-26,8
ZHI-10686,Kwekwe,15-19,2025-11-29,4
ZHI-10687,Gweru,20-24,2025-03-23,4
ZHI-10688,Mazowe,10-14,2024-05-27,5
ZHI-10689,Bulawayo,15-19,2024-07-16,2
ZHI-10690,Gweru,10-14,2024-02-04,4
ZHI-10691,Gokwe South,10-14,2025-07-04,7
ZHI-10692,Kwekwe,15-19,2024-12-04,7
ZHI-10693,Gweru,15-19,2024-01-02,7
ZHI-10694,Bulawayo,20-24,2025-02-07,4
ZHI-10695,Kwekwe,15-19,2025-12-19,3
ZHI-10696,Gweru,15-19,2025-09-18,6
ZHI-10697,Kwekwe,15-19,2025-02-22,3
ZHI-10698,Bulawayo,20-24,2025-06-17,7
ZHI-10699,Gokwe South,10-14,2025-07-12,8
ZHI-10700,Kwekwe,10-14,2025-07-30,4
ZHI-10701,Bulawayo,15-19,2025-07-26,2
ZHI-10702,Gweru,15-19,2025-06-04,6
ZHI-10703,Bulawayo,10-14,2024-06-02,5
ZHI-10704,Bulawayo,20-24,2024-10-09,1
ZHI-10705,Mutare,10-14,2024-11-30,6
ZHI-10706,Gweru,20-24,2024-02-24,6
ZHI-10707,Chipinge,10-14,2025-05-30,10
ZHI-10708,Gweru,15-19,2025-12-16,4
ZHI-10709,Bubi,20-24,2024-09-13,8
ZHI-10710,Mazowe,10-14,2025-04-29,3
ZHI-10711,Kwekwe,20-24,2024-08-31,7
ZHI-10712,Gokwe South,15-19,2025-05-30,7
ZHI-10713,Gokwe South,20-24,2025-10-20,9
ZHI-10714,Gweru,15-19,2024-04-06,5
ZHI-10715,Mutare,15-19,2025-07-13,4
ZHI-10716,Chipinge,10-14,2025-11-30,9
ZHI-10717,Mutare,15-19,2024-08-21,3
ZHI-10718,Bulawayo,10-14,2025-01-28,5
ZHI-10719,Mazowe,10-14,2024-08-28,8
ZHI-10720,Mutare,10-14,2025-06-01,1
ZHI-10721,Bulawayo,15-19,2024-11-13,6
ZHI-10722,Bulawayo,20-24,2024-09-10,3
ZHI-10723,Mazowe,10-14,2024-11-08,5
ZHI-10724,Kwekwe,10-14,2025-06-25,2
ZHI-10725,Chipinge,15-19,2024-08-17,8
ZHI-10726,Bulawayo,10-14,2025-03-06,7
ZHI-10727,Mazowe,10-14,2024-04-08,2
ZHI-10728,Gweru,10-14,2024-05-29,3
ZHI-10729,Bulawayo,20-24,2024-11-22,4
ZHI-10730,Bulawayo,20-24,2025-05-31,7
ZHI-10731,Chipinge,15-19,2024-10-21,10
ZHI-10732,Bubi,15-19,2025-06-10,7
ZHI-10733,Kwekwe,15-19,2025-08-04,6
ZHI-10734,Gokwe South,15-19,2025-12-02,8
ZHI-10735,Chipinge,15-19,2024-05-15,7
ZHI-10736,Gokwe South,15-19,2025-04-23,8
ZHI-10737,Chipinge,10-14,2025-03-18,8
ZHI-10738,Gokwe South,10-14,2024-08-21,6
ZHI-10739,Gokwe South,15-19,2024-11-11,6
ZHI-10740,Gokwe South,20-24,2025-03-01,6
ZHI-10741,Gweru,15-19,2025-10-09,6
ZHI-10742,Mazowe,20-24,2024-01-01,2
ZHI-10743,Kwekwe,20-24,2024-08-24,4
ZHI-10744,Gweru,10-14,2024-08-10,7
ZHI-10745,Chipinge,15-19,2024-06-12,8
ZHI-10746,Gokwe South,15-19,2024-11-29,10
ZHI-10747,Kwekwe,20-24,2025-09-02,7
ZHI-10748,Mutare,20-24,2025-03-26,1
ZHI-10749,Bubi,15-19,2025-04-16,7
ZHI-10750,Bulawayo,10-14,2025-05-23,6
ZHI-10751,Mutare,20-24,2024-09-07,2
ZHI-10752,Bubi,10-14,2024-12-27,7
ZHI-10753,Gweru,20-24,2024-12-09,6
ZHI-10754,Bulawayo,20-24,2024-12-09,5
ZHI-10755,Mazowe,15-19,2025-06-08,6
ZHI-10756,Bubi,15-19,2024-06-14,10
ZHI-10757,Kwekwe,15-19,2025-02-01,6
ZHI-10758,Chipinge,15-19,2025-01-02,6
ZHI-10759,Mazowe,15-19,2025-09-08,5
ZHI-10760,Bulawayo,20-24,2025-11-30,1
ZHI-10761,Gweru,20-24,2025-09-10,7
ZHI-10762,Gweru,20-24,2025-07-25,5
ZHI-10763,Mazowe,10-14,2024-05-11,5
ZHI-10764,Bulawayo,20-24,2025-05-26,6
ZHI-10765,Kwekwe,20-24,2024-03-06,5
ZHI-10766,Mazowe,10-14,2024-08-08,1
ZHI-10767,Chipinge,10-14,2025-02-04,8
ZHI-10768,Gweru,10-14,2025-05-30,7
ZHI-10769,Chipinge,20-24,2025-05-06,6
ZHI-10770,Bulawayo,15-19,2025-04-25,8
ZHI-10771,Chipinge,20-24,2024-09-17,8
ZHI-10772,Bulawayo,10-14,2024-03-13,2
ZHI-10773,Gokwe South,20-24,2025-09-27,7
ZHI-10774,Mazowe,10-14,2025-08-06,6
ZHI-10775,Bulawayo,15-19,2024-07-01,7
ZHI-10776,Gweru,15-19,2025-06-06,6
ZHI-10777,Mazowe,10-14,2024-08-29,8
ZHI-10778,Mazowe,20-24,2024-06-23,1
ZHI-10779,Bubi,10-14,2025-09-18,8
ZHI-10780,Bubi,15-19,2024-06-03,8
ZHI-10781,Kwekwe,15-19,2024-04-24,6
ZHI-10782,Gweru,15-19,2024-01-19,3
ZHI-10783,Gweru,10-14,2024-02-05,2
ZHI-10784,Bulawayo,10-14,2024-07-09,1
ZHI-10785,Mutare,20-24,2025-01-04,6
ZHI-10786,Kwekwe,10-14,2025-04-19,4
ZHI-10787,Gokwe South,20-24,2025-10-22,8
ZHI-10788,Gokwe South,20-24,2025-08-19,8
ZHI-10789,Mutare,10-14,2024-02-26,8
ZHI-10790,Bulawayo,10-14,2024-12-19,4
ZHI-10791,Kwekwe,15-19,2024-11-17,1
ZHI-10792,Kwekwe,20-24,2025-11-19,3
ZHI-10793,Kwekwe,20-24,2025-05-04,1
ZHI-10794,Bulawayo,15-19,2025-03-23,3
ZHI-10795,Chipinge,20-24,2024-05-31,10
ZHI-10796,Mutare,10-14,2025-07-11,7
ZHI-10797,Kwekwe,20-24,2025-06-24,3
ZHI-10798,Bubi,20-24,2024-10-25,10
ZHI-10799,Mutare,10-14,2025-01-18,6
ZHI-10800,Mazowe,10-14,2024-11-06,1
ZHI-10801,Bulawayo,10-14,2024-07-08,3
ZHI-10802,Kwekwe,10-14,2024-04-24,8
ZHI-10803,Kwekwe,20-24,2025-05-24,2
ZHI-10804,Gokwe South,15-19,2025-06-18,7
ZHI-10805,Mazowe,10-14,2024-01-05,4
ZHI-10806,Mutare,15-19,2025-11-24,2
ZHI-10807,Mutare,20-24,2025-08-06,5
ZHI-10808,Gokwe South,15-19,2025-10-30,7
ZHI-10809,Bulawayo,15-19,2025-08-21,2
ZHI-10810,Mutare,10-14,2025-11-18,2
ZHI-10811,Chipinge,20-24,2024-03-23,8
ZHI-10812,Bulawayo,20-24,2025-08-27,4
ZHI-10813,Mutare,10-14,2024-11-26,1
ZHI-10814,Chipinge,10-14,2024-06-18,9
ZHI-10815,Kwekwe,10-14,2024-05-16,8
ZHI-10816,Kwekwe,10-14,2025-09-16,5
ZHI-10817,Gokwe South,15-19,2025-06-24,8
ZHI-10818,Bulawayo,20-24,2025-02-06,6
ZHI-10819,Gweru,15-19,2024-12-26,3
ZHI-10820,Chipinge,20-24,2024-02-09,7
ZHI-10821,Bulawayo,15-19,2025-03-08,8
ZHI-10822,Gweru,20-24,2024-07-12,2
ZHI-10823,Gokwe South,20-24,2025-12-13,10
ZHI-10824,Kwekwe,10-14,2025-10-20,6
ZHI-10825,Mutare,15-19,2024-04-04,8
ZHI-10826,Gweru,15-19,2024-12-20,7
ZHI-10827,Gweru,10-14,2024-04-13,3
ZHI-10828,Mazowe,15-19,2025-09-14,6
ZHI-10829,Gokwe South,15-19,2024-12-26,6
ZHI-10830,Gweru,20-24,2025-06-02,4
ZHI-10831,Gokwe South,15-19,2025-02-16,8
ZHI-10832,Bulawayo,20-24,2025-03-10,6
ZHI-10833,Bulawayo,15-19,2025-04-07,1
ZHI-10834,Gokwe South,20-24,2024-09-03,6
ZHI-10835,Gokwe South,15-19,2025-08-09,9
ZHI-10836,Mutare,20-24,2025-11-23,1
ZHI-10837,Gokwe South,15-19,2024-12-09,10
ZHI-10838,Kwekwe,15-19,2025-04-20,1
ZHI-10839,Bubi,15-19,2025-09-25,10
ZHI-10840,Bulawayo,15-19,2025-07-12,8
ZHI-10841,Bubi,10-14,2025-11-23,6
ZHI-10842,Bulawayo,10-14,2025-01-27,2
ZHI-10843,Mutare,10-14,2024-11-27,1
ZHI-10844,Bulawayo,20-24,2025-10-07,7
ZHI-10845,Gokwe South,10-14,2025-12-05,10
ZHI-10846,Bulawayo,10-14,2025-03-01,1
ZHI-10847,Mutare,20-24,2024-12-12,7
ZHI-10848,Kwekwe,15-19,2025-11-27,7
ZHI-10849,Kwekwe,15-19,2024-05-03,1
ZHI-10850,Bulawayo,10-14,2025-07-31,1
ZHI-10851,Mazowe,20-24,2025-10-31,5
ZHI-10852,Gweru,20-24,2025-01-03,8
ZHI-10853,Chipinge,20-24,2024-12-15,6
ZHI-10854,Gweru,15-19,2024-07-20,4
ZHI-10855,Bulawayo,20-24,2025-08-06,6
ZHI-10856,Bulawayo,10-14,2024-07-11,4
ZHI-10857,Gokwe South,10-14,2025-10-14,10
ZHI-10858,Kwekwe,10-14,2025-05-10,2
ZHI-10859,Bulawayo,15-19,2024-08-03,4
ZHI-10860,Mazowe,15-19,2025-08-17,8
ZHI-10861,Gokwe South,15-19,2025-08-27,8
ZHI-10862,Kwekwe,10-14,2025-02-08,6
ZHI-10863,Gokwe South,15-19,2025-01-11,9
ZHI-10864,Gokwe South,20-24,2025-05-01,8
ZHI-10865,Kwekwe,15-19,2024-07-04,5
ZHI-10866,Bulawayo,20-24,2024-08-01,8
ZHI-10867,Bulawayo,10-14,2024-12-07,6
ZHI-10868,Chipinge,20-24,2024-03-01,7
ZHI-10869,Mutare,15-19,2025-07-08,3
ZHI-10870,Gokwe South,10-14,2024-08-09,8
ZHI-10871,Gweru,10-14,2024-07-01,6
ZHI-10872,Bubi,15-19,2024-07-30,9
ZHI-10873,Gokwe South,20-24,2024-09-17,8
ZHI-10874,Bulawayo,15-19,2024-09-05,5
ZHI-10875,Bulawayo,10-14,2025-11-24,6
ZHI-10876,Mazowe,20-24,2025-02-23,5
ZHI-10877,Bubi,15-19,2024-03-03,10
ZHI-10878,Bulawayo,15-19,2024-04-17,4
ZHI-10879,Gweru,15-19,2024-04-27,6
ZHI-10880,Gweru,10-14,2024-06-28,8
ZHI-10881,Bubi,15-19,2024-10-24,7
ZHI-10882,Bulawayo,15-19,2025-06-23,4
ZHI-10883,Bulawayo,20-24,2024-04-28,5
ZHI-10884,Mazowe,15-19,2025-07-02,8
ZHI-10885,Bulawayo,15-19,2024-06-15,6
ZHI-10886,Bubi,15-19,2024-02-19,9
ZHI-10887,Gweru,20-24,2024-11-18,5
ZHI-10888,Bulawayo,20-24,2024-11-12,1
ZHI-10889,Gweru,15-19,2024-09-14,1
ZHI-10890,Mazowe,20-24,2025-02-25,3
ZHI-10891,Chipinge,15-19,2024-12-27,7
ZHI-10892,Chipinge,15-19,2024-11-18,6
ZHI-10893,Gokwe South,10-14,2024-02-18,10
ZHI-10894,Bubi,15-19,2024-06-09,9
ZHI-10895,Gweru,10-14,2025-10-08,6
ZHI-10896,Gweru,20-24,2024-11-22,4
ZHI-10897,Chipinge,15-19,2024-10-29,8
ZHI-10898,Bulawayo,20-24,2025-12-03,8
ZHI-10899,Bulawayo,15-19,2025-08-20,4
ZHI-10900,Gweru,15-19,2025-03-29,1
ZHI-10901,Bulawayo,15-19,2025-06-24,4
ZHI-10902,Bulawayo,10-14,2024-01-16,1
ZHI-10903,Kwekwe,15-19,2025-10-27,1
ZHI-10904,Gokwe South,10-14,2025-11-15,7
ZHI-10905,Chipinge,15-19,2025-08-17,8
ZHI-10906,Chipinge,15-19,2025-03-23,10
ZHI-10907,Gweru,20-24,2024-10-22,7
ZHI-10908,Gweru,10-14,2025-01-05,1
ZHI-10909,Gokwe South,10-14,2024-01-05,8
ZHI-10910,Kwekwe,15-19,2024-09-30,5
ZHI-10911,Gweru,20-24,2024-08-19,7
ZHI-10912,Bubi,20-24,2025-08-08,9
ZHI-10913,Gokwe South,15-19,2024-10-29,8
ZHI-10914,Kwekwe,15-19,2025-10-24,6
ZHI-10915,Gokwe South,10-14,2025-11-23,8
ZHI-10916,Gweru,20-24,2025-10-11,3
ZHI-10917,Mutare,15-19,2024-11-21,7
ZHI-10918,Mazowe,10-14,2025-02-22,4
ZHI-10919,Bulawayo,15-19,2025-08-03,4
ZHI-10920,Chipinge,10-14,2025-07-24,8
ZHI-10921,Gokwe South,20-24,2025-02-28,7
ZHI-10922,Chipinge,10-14,2025-09-13,6
ZHI-10923,Mazowe,15-19,2025-04-13,4
ZHI-10924,Gokwe South,10-14,2025-11-28,7
ZHI-10925,Bulawayo,20-24,2024-06-20,4
ZHI-10926,Gweru,20-24,2025-01-14,8
ZHI-10927,Kwekwe,15-19,2024-06-19,3
ZHI-10928,Bubi,15-19,2024-07-30,7
ZHI-10929,Gweru,20-24,2024-12-04,7
ZHI-10930,Bulawayo,10-14,2025-01-12,6
ZHI-10931,Chipinge,15-19,2024-01-23,10
ZHI-10932,Mutare,10-14,2024-10-29,1
ZHI-10933,Kwekwe,20-24,2024-09-18,1
ZHI-10934,Bulawayo,15-19,2025-06-03,4
ZHI-10935,Gweru,20-24,2025-06-11,1
ZHI-10936,Bulawayo,15-19,2025-09-11,7
ZHI-10937,Mutare,10-14,2024-11-10,7
ZHI-10938,Bulawayo,10-14,2025-07-16,5
ZHI-10939,Kwekwe,10-14,2024-05-08,8
ZHI-10940,Gweru,15-19,2025-10-14,6
ZHI-10941,Kwekwe,10-14,2024-12-29,8
ZHI-10942,Bubi,10-14,2025-12-15,7
ZHI-10943,Chipinge,20-24,2024-04-09,7
ZHI-10944,Gweru,20-24,2025-04-28,6
ZHI-10945,Bulawayo,15-19,2025-02-18,3
ZHI-10946,Bulawayo,15-19,2024-01-21,6
ZHI-10947,Mutare,10-14,2025-12-05,2
ZHI-10948,Chipinge,15-19,2024-11-02,9
ZHI-10949,Kwekwe,20-24,2025-04-04,5
ZHI-10950,Kwekwe,10-14,2025-03-14,8
ZHI-10951,Bubi,10-14,2025-05-29,8
ZHI-10952,Bulawayo,20-24,2024-01-22,8
ZHI-10953,Mutare,15-19,2024-03-06,4
ZHI-10954,Gokwe South,10-14,2025-05-14,9
ZHI-10955,Gokwe South,15-19,2024-11-28,9
ZHI-10956,Kwekwe,15-19,2024-04-15,7
ZHI-10957,Bulawayo,15-19,2025-11-04,1
ZHI-10958,Bulawayo,20-24,2024-12-24,4
ZHI-10959,Mazowe,20-24,2024-05-21,7
ZHI-10960,Bulawayo,15-19,2024-02-09,8
ZHI-10961,Kwekwe,20-24,2024-07-21,1
ZHI-10962,Gweru,15-19,2024-10-21,2
ZHI-10963,Gokwe South,20-24,2024-09-11,6
ZHI-10964,Gweru,15-19,2024-06-13,4
ZHI-10965,Gokwe South,20-24,2024-12-19,10
ZHI-10966,Mazowe,20-24,2024-09-10,5
ZHI-10967,Gweru,10-14,2024-09-19,2
ZHI-10968,Kwekwe,20-24,2025-08-14,4
ZHI-10969,Gokwe South,20-24,2025-11-14,6
ZHI-10970,Bubi,20-24,2024-10-21,10
ZHI-10971,Mutare,10-14,2024-08-04,6
ZHI-10972,Mazowe,20-24,2025-08-07,3
ZHI-10973,Gweru,20-24,2025-10-08,4
ZHI-10974,Bulawayo,10-14,2024-11-23,7
ZHI-10975,Gweru,20-24,2024-07-14,7
ZHI-10976,Kwekwe,10-14,2025-10-10,6
ZHI-10977,Bulawayo,10-14,2024-03-04,6
ZHI-10978,Gokwe South,15-19,2024-12-31,9
ZHI-10979,Kwekwe,15-19,2024-01-16,3
ZHI-10980,Gweru,15-19,2025-08-04,5
ZHI-10981,Mazowe,10-14,2025-02-22,3
ZHI-10982,Bulawayo,20-24,2024-02-10,2
ZHI-10983,Bulawayo,10-14,2024-09-28,1
ZHI-10984,Mazowe,10-14,2024-06-23,1
ZHI-10985,Gokwe South,10-14,2025-05-19,10
ZHI-10986,Bubi,15-19,2024-02-23,8
ZHI-10987,Gokwe South,20-24,2025-08-29,9
ZHI-10988,Gweru,15-19,2025-05-21,6
ZHI-10989,Chipinge,20-24,2024-02-01,9
ZHI-10990,Mazowe,10-14,2025-08-08,4
ZHI-10991,Bubi,15-19,2024-01-25,7
ZHI-10992,Gweru,15-19,2024-07-11,2
ZHI-10993,Kwekwe,15-19,2024-06-03,4
ZHI-10994,Gokwe South,10-14,2025-10-13,10
ZHI-10995,Bulawayo,15-19,2024-01-16,2
ZHI-10996,Mutare,15-19,2025-04-27,2
ZHI-10997,Bulawayo,20-24,2024-04-28,1
ZHI-10998,Mutare,15-19,2024-07-04,6
ZHI-10999,Gokwe South,10-14,2024-04-08,6
ZHI-11000,Bulawayo,15-19,2025-01-02,5
ZHI-11001,Kwekwe,10-14,2025-06-03,2
ZHI-11002,Chipinge,20-24,2024-03-29,7
ZHI-11003,Mazowe,15-19,2025-03-14,3
ZHI-11004,Chipinge,10-14,2024-06-18,10
ZHI-11005,Bubi,20-24,2024-12-27,10
ZHI-11006,Bubi,15-19,2025-06-27,8
ZHI-11007,Chipinge,10-14,2024-07-18,8
ZHI-11008,Gweru,15-19,2025-08-18,1
ZHI-11009,Gokwe South,10-14,2024-10-13,10
ZHI-11010,Gweru,20-24,2024-05-10,5
ZHI-11011,Mutare,20-24,2025-04-15,3
ZHI-11012,Mutare,20-24,2025-04-16,4
ZHI-11013,Bulawayo,15-19,2025-08-03,4
ZHI-11014,Mazowe,15-19,2025-07-11,1
ZHI-11015,Mutare,20-24,2024-03-29,8
ZHI-11016,Bulawayo,10-14,2025-08-27,4
ZHI-11017,Kwekwe,15-19,2025-09-28,4
ZHI-11018,Mutare,15-19,2024-05-07,4
ZHI-11019,Bulawayo,10-14,2024-08-29,8
ZHI-11020,Bubi,15-19,2024-03-24,7
ZHI-11021,Gweru,20-24,2025-03-25,1
ZHI-11022,Mutare,20-24,2024-01-20,3
ZHI-11023,Mutare,10-14,2025-12-22,4
ZHI-11024,Mutare,10-14,2024-08-30,6
ZHI-11025,Gokwe South,10-14,2025-03-23,7
